ChangeBall,145,400,60,60,1,5
ChangeBall,295,400,60,60,1,5
ChangeBall,445,400,60,60,1,5
ChangeBall,595,400,60,60,1,5
ColorBall,295,300,60,60,1,6
ColorBall,445,200,60,60,1,8
ColorBall,595,100,60,60,1,9
ColorBall,145,0,60,60,1,6
ColorBall,445,0,60,60,1,8
ColorBall,145,-100,60,60,1,7
ColorBall,295,-200,60,60,1,6
ColorBall,445,-200,60,60,1,7
ColorBall,145,-300,60,60,1,9
ColorBall,445,-300,60,60,1,7
ColorBall,295,-400,60,60,1,8
ChangeBall,595,-400,60,60,1,5
ChangeBall,445,-400,60,60,1,5
ColorBall,445,-500,60,60,1,8
ColorBall,295,-500,60,60,1,7
ColorBall,445,-600,60,60,1,9
ColorBall,295,-600,60,60,1,6
ColorBall,595,-700,60,60,1,7
ColorBall,145,-700,60,60,1,8
ColorBall,145,-800,60,60,1,6
ColorBall,595,-800,60,60,1,9
ColorBall,295,-900,60,60,1,8
ColorBall,595,-900,60,60,1,9
ColorBall,595,-1000,60,60,1,7
ColorBall,145,-1000,60,60,1,9
ChangeBall,445,-1100,60,60,1,5
ColorBall,595,-1200,60,60,1,7
ColorBall,295,-1300,60,60,1,8
AddBlood,445,-1400,60,60,1,17
ChangeBall,445,-1500,60,60,1,5
ChangeBall,595,-1500,60,60,1,5
ColorBall,445,-1600,60,60,1,9
ColorBall,595,-1700,60,60,1,6
ColorBall,295,-1700,60,60,1,9
ColorBall,445,-1800,60,60,1,8
ColorBall,595,-1900,60,60,1,7
ColorBall,145,-1900,60,60,1,8
ColorBall,445,-2000,60,60,1,9
ColorBall,295,-2100,60,60,1,6
ColorBall,295,-2200,60,60,1,6
ColorBall,145,-2300,60,60,1,8
ColorBall,595,-2300,60,60,1,7
ColorBall,445,-2400,60,60,1,9
ColorBall,145,-2400,60,60,1,8
ColorBall,295,-2500,60,60,1,6
ColorBall,445,-2500,60,60,1,9
ColorBall,595,-2600,60,60,1,6
ColorBall,145,-2600,60,60,1,6
ColorBall,295,-2700,60,60,1,8
ChangeBall,145,-2800,60,60,1,5
ColorBall,295,-2900,60,60,1,8
ColorBall,445,-3000,60,60,1,7
Thunder,445,-3100,60,60,1,18
ChangeBall,595,-3100,60,60,1,5
ColorBall,145,-3200,60,60,1,8
ColorBall,595,-3300,60,60,1,7
ColorBall,145,-3400,60,60,1,9
ColorBall,295,-3500,60,60,1,8
ColorBall,595,-3500,60,60,1,6
ColorBall,445,-3600,60,60,1,8
ColorBall,595,-3700,60,60,1,7
ColorBall,295,-3800,60,60,1,6
ColorBall,445,-3900,60,60,1,9
ChangeBall,145,-4000,60,60,1,5
ColorBall,295,-4100,60,60,1,7
ColorBall,445,-4200,60,60,1,8
Invincible,295,-4300,60,60,1,19
ColorBall,145,-4300,60,60,1,6
ColorBall,295,-4400,60,60,1,7
ColorBall,595,-4400,60,60,1,9
ColorBall,445,-4500,60,60,1,8
ColorBall,145,-4500,60,60,1,7
ColorBall,295,-4600,60,60,1,6
ColorBall,445,-4600,60,60,1,8
ColorBall,595,-4700,60,60,1,9
ColorBall,145,-4700,60,60,1,9
ColorBall,595,-4800,60,60,1,8
ColorBall,295,-4900,60,60,1,9
ChangeBall,445,-5000,60,60,1,5
ChangeBall,595,-5000,60,60,1,5
ColorBall,445,-5100,60,60,1,7
ColorBall,445,-5200,60,60,1,9
ColorBall,145,-5200,60,60,1,6
Thunder,445,-5300,60,60,1,18
ColorBall,595,-5300,60,60,1,7
ColorBall,295,-5400,60,60,1,6
ColorBall,445,-5400,60,60,1,9
ColorBall,445,-5500,60,60,1,8
ColorBall,295,-5500,60,60,1,7
ChangeBall,445,-5600,60,60,1,5
ChangeBall,595,-5600,60,60,1,5
ColorBall,145,-5700,60,60,1,6
ColorBall,595,-5800,60,60,1,8
ColorBall,145,-5900,60,60,1,8
ColorBall,445,-6000,60,60,1,9
ChangeBall,145,-6100,60,60,1,5
ColorBall,145,-6200,60,60,1,6
ColorBall,445,-6200,60,60,1,8
ColorBall,295,-6300,60,60,1,8
ColorBall,595,-6400,60,60,1,7
ColorBall,145,-6500,60,60,1,7
ColorBall,445,-6500,60,60,1,8
ColorBall,595,-6600,60,60,1,9
ColorBall,295,-6700,60,60,1,6
ColorBall,445,-6700,60,60,1,6
ColorBall,595,-6800,60,60,1,7
ChangeBall,445,-6900,60,60,1,5
ColorBall,295,-7000,60,60,1,6
ColorBall,595,-7000,60,60,1,9
ColorBall,445,-7100,60,60,1,7
ColorBall,595,-7200,60,60,1,6
ColorBall,445,-7300,60,60,1,8
ColorBall,295,-7300,60,60,1,6
ColorBall,145,-7400,60,60,1,9
ColorBall,595,-7400,60,60,1,8
ColorBall,445,-7500,60,60,1,6
ColorBall,145,-7500,60,60,1,9
AddBlood,295,-7600,60,60,1,17
ColorBall,595,-7600,60,60,1,9
Thunder,595,-7700,60,60,1,18
Thunder,445,-7700,60,60,1,18
ColorBall,145,-7700,60,60,1,8
ColorBall,295,-7800,60,60,1,7
ColorBall,445,-7800,60,60,1,8
ColorBall,145,-7900,60,60,1,6
ColorBall,295,-7900,60,60,1,8
SlowDown,145,-8000,60,60,1,15
ColorBall,595,-8000,60,60,1,7
ColorBall,295,-8100,60,60,1,7
ColorBall,445,-8200,60,60,1,6
ChangeBall,295,-8200,60,60,1,5
ChangeBall,145,-8200,60,60,1,5
ColorBall,145,-8300,60,60,1,7
ColorBall,295,-8400,60,60,1,6
ColorBall,595,-8400,60,60,1,8
ColorBall,295,-8500,60,60,1,8
ColorBall,145,-8600,60,60,1,9
ColorBall,445,-8600,60,60,1,8
ChangeBall,295,-8700,60,60,1,5
ChangeBall,595,-8700,60,60,1,5
ChangeBall,145,-8800,60,60,1,5
ColorBall,295,-8900,60,60,1,9
ColorBall,595,-9000,60,60,1,7
ColorBall,445,-9100,60,60,1,6
ColorBall,145,-9100,60,60,1,7
ColorBall,145,-9200,60,60,1,8
ColorBall,595,-9200,60,60,1,7
ColorBall,445,-9300,60,60,1,9
ColorBall,145,-9300,60,60,1,6
ColorBall,295,-9400,60,60,1,9
ColorBall,445,-9400,60,60,1,7
Thunder,145,-9400,60,60,1,18
ColorBall,295,-9500,60,60,1,6
ColorBall,445,-9600,60,60,1,7
ColorBall,295,-9700,60,60,1,9
ColorBall,445,-9700,60,60,1,8
ColorBall,295,-9800,60,60,1,8
ColorBall,595,-9900,60,60,1,8
ChangeBall,595,-10000,60,60,1,5
ChangeBall,295,-10100,60,60,1,5
AddBlood,595,-10200,60,60,1,17
SlowDown,445,-10200,60,60,1,15
ChangeBall,595,-10300,60,60,1,5
ColorBall,145,-10400,60,60,1,6
ColorBall,595,-10500,60,60,1,9
ColorBall,145,-10600,60,60,1,6
ColorBall,445,-10700,60,60,1,7
ColorBall,595,-10800,60,60,1,6
ColorBall,295,-10900,60,60,1,8
ColorBall,445,-10900,60,60,1,9
ColorBall,595,-11000,60,60,1,7
Thunder,445,-11100,60,60,1,18
ChangeBall,595,-11100,60,60,1,5
ColorBall,445,-11200,60,60,1,9
ColorBall,145,-11300,60,60,1,9
ChangeBall,145,-11400,60,60,1,5
ChangeBall,445,-11400,60,60,1,5
ColorBall,595,-11400,60,60,1,9
ColorBall,295,-11400,60,60,1,6
ColorBall,295,-11500,60,60,1,7
ColorBall,445,-11500,60,60,1,8
ColorBall,595,-11600,60,60,1,7
ColorBall,145,-11700,60,60,1,6
ColorBall,595,-11700,60,60,1,9
ColorBall,445,-11800,60,60,1,6
ColorBall,295,-11900,60,60,1,7
ColorBall,445,-12000,60,60,1,8
ColorBall,295,-12100,60,60,1,7
ColorBall,595,-12200,60,60,1,8
ColorBall,145,-12300,60,60,1,8
ChangeBall,595,-12400,60,60,1,5
ColorBall,445,-12500,60,60,1,9
ColorBall,445,-12600,60,60,1,9
ColorBall,145,-12700,60,60,1,9
ColorBall,595,-12800,60,60,1,9
Invincible,595,-12900,60,60,1,19
Thunder,445,-12900,60,60,1,18
ColorBall,445,-13000,60,60,1,7
ColorBall,295,-13100,60,60,1,8
ChangeBall,445,-13200,60,60,1,5
ChangeBall,295,-13300,60,60,1,5
ChangeBall,145,-13300,60,60,1,5
ColorBall,595,-13400,60,60,1,6
ColorBall,295,-13500,60,60,1,8
ColorBall,295,-13600,60,60,1,9
ColorBall,445,-13600,60,60,1,7
ColorBall,145,-13700,60,60,1,6
ColorBall,445,-13700,60,60,1,8
ColorBall,595,-13800,60,60,1,6
ColorBall,295,-13800,60,60,1,9
ColorBall,145,-13900,60,60,1,8
ColorBall,445,-14000,60,60,1,7
ColorBall,295,-14100,60,60,1,7
ColorBall,445,-14200,60,60,1,9
